question,optionA,optionB,optionC,optionD,correct,explanation
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.     
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.     
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.     
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.     
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.     
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.      
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.      
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.      
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.      
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.      
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
The principal’s decision to install solar panels was initially met with skepticism. 
Some teachers feared the cost was too high, while others doubted the durability of the panels. 
Yet after several months, the savings on electricity proved significant.   
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
When Mr. Bello introduced continuous assessment into his class, many students objected at first. 
They felt it placed too much pressure on them throughout the term. However, as weeks passed, 
they discovered that their performance improved because they studied more consistently.    
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
Amina had always believed that success was a product of steady effort rather than sudden luck. 
During her final year in secondary school, she split her time between preparing for examinations 
and running a small tutoring service for junior students. Though exhausting, the work sharpened 
her skills and strengthened her confidence. 
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
Amina had always believed that success was a product of steady effort rather than sudden luck. 
During her final year in secondary school, she split her time between preparing for examinations 
and running a small tutoring service for junior students. Though exhausting, the work sharpened 
her skills and strengthened her confidence. 
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
Amina had always believed that success was a product of steady effort rather than sudden luck. 
During her final year in secondary school, she split her time between preparing for examinations 
and running a small tutoring service for junior students. Though exhausting, the work sharpened 
her skills and strengthened her confidence. 
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
Amina had always believed that success was a product of steady effort rather than sudden luck. 
During her final year in secondary school, she split her time between preparing for examinations 
and running a small tutoring service for junior students. Though exhausting, the work sharpened 
her skills and strengthened her confidence. 
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
"PASSAGE:
Amina had always believed that success was a product of steady effort rather than sudden luck. 
During her final year in secondary school, she split her time between preparing for examinations 
and running a small tutoring service for junior students. Though exhausting, the work sharpened 
her skills and strengthened her confidence. 
According to the passage, what is the main idea?",central theme of effort,irrelevant detail,unsupported opinion,minor character trait,A,Main idea based on passage context.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
She insisted ___ paying the full amount.,on,to,for,about,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
"If I ___ earlier, I would have met him.",had arrived,arrived,arrive,was arriving,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
The committee reached a decision ___ much debate.,after,before,although,unless,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
Hardly had the man stepped outside ___ the rain began.,when,before,until,after,A,JAMB lexis/structure rule.
He is not only intelligent ___ also diligent.,but,and,nor,or,A,JAMB lexis/structure rule.
